project_id,sprint_id,sprint_duration_days,team_size,avg_experience_years,planned_story_points,completed_story_points,velocity_change_pct,backlog_growth_rate,dependency_blockers,scope_change_requests,bug_count,reopened_issues,code_churn_pct,test_coverage_pct,deployment_failures,avg_work_hours,meeting_hours,attrition_risk_score,communication_delay_hours,unplanned_leave_days,days_remaining,milestone_slippage_days,client_priority,delivery_risk
P446,13,14,7,2.0,30,13,-3.6,1.2,1,2,10,6,26.8,70.8,0,8.5,5.9,0.14,11.5,1,19,0,3,0
P499,1,10,6,7.8,36,60,8.3,27.0,3,1,8,3,34.7,94.8,1,8.6,12.3,0.27,2.3,0,24,1,5,0
P317,9,7,9,4.6,78,18,2.2,34.0,5,4,8,2,40.0,81.2,3,10.4,5.5,0.41,11.3,1,18,3,2,1
P352,2,21,12,1.8,21,64,12.2,-0.1,3,1,6,1,10.0,92.0,0,7.5,3.4,0.26,7.0,3,36,4,3,0
P321,14,21,6,2.4,60,42,-3.5,0.6,1,2,4,1,19.0,76.4,0,10.2,7.5,0.58,2.2,0,6,4,4,0
P482,13,14,11,3.9,43,40,-5.1,22.3,2,1,6,5,15.0,60.1,1,8.6,9.6,0.83,8.9,1,58,6,2,0
P468,1,21,9,4.8,69,63,-17.5,32.8,2,2,10,2,20.4,68.1,1,7.7,4.0,0.4,11.4,2,49,4,5,0
P179,8,14,7,2.3,24,70,-35.6,21.3,0,1,3,1,20.5,89.1,1,10.6,7.6,0.21,5.5,1,49,7,5,0
P106,8,10,8,2.9,40,29,-36.7,12.7,4,1,4,3,29.1,89.2,2,7.3,14.7,0.51,5.0,3,47,5,1,1
P371,11,7,6,6.5,25,70,-30.9,-5.3,2,2,14,1,17.8,90.0,1,8.5,11.5,0.18,2.3,0,30,2,4,0
P326,4,14,5,3.9,23,45,-36.5,31.6,4,1,9,3,7.3,60.8,0,10.8,12.2,0.15,8.0,1,68,3,3,0
P115,8,10,12,1.0,28,29,-7.9,-6.9,3,3,9,4,35.0,61.9,2,10.9,6.4,0.68,8.5,2,44,8,2,0
P111,7,7,6,1.4,24,54,-15.8,-0.5,1,0,9,1,20.5,57.0,3,9.1,10.7,0.26,3.4,4,67,2,5,0
P390,13,21,9,4.1,23,55,-38.4,10.3,1,3,12,4,40.4,62.5,1,10.4,9.2,0.16,6.4,3,55,5,4,0
P340,2,7,8,1.4,28,27,-38.7,12.5,2,1,11,4,5.5,75.0,0,8.4,10.4,0.52,4.9,2,15,4,3,1
P120,5,7,13,2.2,37,27,-8.6,-7.5,3,2,6,1,32.9,75.5,0,8.7,9.6,0.4,7.0,2,35,1,3,0
P277,14,7,14,6.1,78,73,-7.1,-6.3,2,1,7,3,5.4,71.3,1,7.7,7.1,0.42,6.0,1,51,1,4,0
P327,10,21,11,4.4,62,43,-37.8,-4.4,4,8,7,2,19.1,53.0,0,10.0,9.2,0.84,7.1,1,53,8,2,1
P372,4,14,8,4.4,35,12,0.2,-8.2,0,1,6,2,42.6,74.6,0,7.1,8.2,0.35,6.1,0,25,2,3,0
P387,3,14,14,5.2,21,20,-32.4,34.0,4,2,5,1,8.1,82.9,1,10.2,11.1,0.41,9.9,2,22,6,4,1
P396,1,7,11,6.5,48,55,-10.3,0.7,5,0,7,1,36.9,81.0,1,8.9,9.9,0.24,7.9,1,9,2,3,0
P233,5,10,14,2.1,67,51,-30.5,29.6,3,0,8,1,8.4,52.3,2,10.7,8.0,0.75,4.5,0,86,6,3,1
P382,10,10,8,2.2,70,26,-37.7,25.3,0,1,8,2,39.2,63.8,0,8.8,4.9,0.45,11.9,0,33,3,3,1
P252,8,7,14,1.8,61,56,-27.3,21.8,1,3,14,1,14.4,88.1,1,10.2,5.4,0.86,3.4,1,70,5,3,1
P165,12,7,13,7.6,55,39,-12.2,19.6,2,2,5,4,27.2,67.4,2,10.6,10.3,0.67,10.6,0,40,3,3,0
P236,9,10,9,5.0,31,52,4.6,12.4,1,3,4,1,14.9,66.6,2,7.5,3.5,0.23,9.7,1,16,3,2,0
P191,7,7,8,1.6,77,17,-24.1,15.4,0,1,7,4,38.4,91.5,2,9.0,7.3,0.61,1.3,1,11,5,2,1
P416,12,7,5,2.5,60,49,1.1,30.1,1,2,8,7,7.1,50.5,0,10.1,5.6,0.53,2.9,0,6,3,4,0
P358,11,14,13,6.1,64,29,11.8,25.0,1,1,2,4,6.6,81.2,2,8.0,8.9,0.11,9.3,2,50,7,1,0
P202,1,14,13,1.2,56,37,-23.8,0.4,2,1,4,6,44.7,66.1,3,10.4,11.4,0.49,9.9,0,15,1,2,1
P154,1,7,9,6.1,53,37,-8.7,-5.3,3,2,5,3,10.5,81.4,0,10.6,5.3,0.72,8.3,2,34,7,5,0
P356,1,7,10,7.4,54,68,-15.4,3.2,0,0,9,4,5.7,89.0,1,7.1,3.3,0.56,1.8,0,42,2,5,0
P200,2,21,6,1.4,59,71,-38.4,-4.0,2,1,5,2,31.5,73.5,1,9.5,5.8,0.84,11.5,1,26,8,1,1
P297,1,14,6,2.3,25,63,-16.5,33.0,2,2,5,4,25.2,60.0,1,10.4,11.8,0.71,7.6,1,74,6,4,0
P400,4,7,10,1.0,56,16,-17.4,7.2,3,0,12,1,19.1,88.6,0,7.3,5.0,0.81,9.8,1,26,8,4,1
P325,10,21,14,1.8,55,33,-2.7,-2.2,0,2,8,4,16.1,89.5,0,9.8,3.5,0.61,1.3,0,51,3,5,0
P336,9,21,13,5.3,39,50,12.0,18.0,2,1,13,3,21.7,87.1,2,9.5,11.2,0.24,1.2,0,74,4,2,0
P125,12,21,7,1.3,35,63,0.3,7.9,2,0,10,5,16.6,85.6,0,10.2,13.3,0.15,11.8,1,24,5,3,0
P220,4,21,5,4.0,27,23,-18.7,-0.2,2,1,7,1,17.4,90.9,2,10.1,6.7,0.11,10.6,0,50,3,3,0
P497,13,14,12,4.5,63,53,-13.1,-7.4,1,1,5,2,6.2,53.7,1,9.0,9.1,0.9,1.2,0,62,3,5,0
P281,4,21,12,7.3,41,58,13.2,-5.8,0,2,4,2,35.1,81.7,0,10.0,10.8,0.44,3.6,1,87,6,3,0
P298,7,14,9,4.3,24,72,-1.7,15.3,4,2,6,4,28.7,56.5,1,7.1,11.7,0.68,8.2,1,33,4,1,0
P401,14,21,5,2.0,24,54,-16.6,23.8,1,2,8,6,13.1,74.4,1,7.0,13.5,0.44,6.7,0,17,4,3,0
P354,11,21,6,3.0,73,16,-4.0,31.7,0,4,6,4,25.6,80.9,0,7.3,7.5,0.18,11.1,1,44,6,5,1
P221,9,10,8,5.7,64,12,-1.3,16.3,3,1,9,2,10.5,53.9,1,11.0,13.4,0.47,1.6,5,37,9,2,1
P130,7,14,14,1.8,30,56,-11.1,19.4,4,1,16,2,38.0,66.0,2,11.0,8.5,0.66,4.1,0,67,1,3,0
P414,1,10,14,2.6,62,70,11.9,0.9,0,1,14,2,38.4,66.2,2,8.6,11.7,0.68,8.7,1,75,2,1,0
P384,1,10,8,8.0,38,39,8.8,2.3,2,2,9,4,44.1,67.6,1,9.2,7.8,0.76,1.2,0,59,6,5,0
P205,4,21,12,1.0,58,14,-8.5,8.8,1,0,6,0,29.8,75.6,1,10.7,6.3,0.43,9.4,1,46,4,4,1
P323,4,14,13,2.1,36,16,17.5,29.1,2,1,7,1,31.7,64.9,1,10.8,12.7,0.74,8.0,1,9,7,5,1
P372,1,7,6,6.9,56,48,17.2,9.6,2,2,11,5,29.4,69.2,1,9.1,6.3,0.54,4.0,2,44,6,3,0
P497,6,21,5,1.7,57,11,18.0,0.8,2,2,15,5,30.9,85.6,1,8.0,12.4,0.25,1.0,1,6,2,3,1
P331,10,14,13,1.2,37,52,-26.8,31.4,7,1,8,4,7.3,58.3,1,10.1,14.7,0.73,7.8,0,42,8,2,1
P355,2,10,11,1.8,69,21,-33.8,8.5,1,1,7,3,8.1,87.8,0,7.0,6.7,0.4,3.5,5,61,6,5,1
P123,11,14,10,5.9,28,37,-2.9,-6.4,2,1,12,2,29.9,63.7,1,8.9,13.0,0.48,4.1,1,57,7,3,0
P208,5,21,12,8.0,69,28,3.7,14.5,3,0,5,2,17.9,57.7,2,7.1,9.9,0.78,6.0,0,61,2,5,1
P290,8,14,6,5.1,70,37,-21.6,18.2,0,1,11,2,8.4,50.5,1,10.7,6.7,0.56,1.5,0,51,2,4,1
P446,3,10,9,1.9,36,28,-7.7,33.0,4,1,6,5,5.1,75.1,1,8.4,9.1,0.87,8.5,1,10,3,1,0
P124,9,14,8,2.3,60,73,-1.1,26.3,2,1,10,0,8.3,61.2,2,10.6,5.4,0.33,6.9,1,11,8,5,0
P286,7,14,8,4.8,52,18,-12.2,-5.4,1,2,8,2,16.6,84.7,1,10.5,14.7,0.76,6.9,2,72,3,5,1
P387,9,10,13,6.0,39,50,-7.5,13.0,2,2,10,4,7.5,94.0,0,10.1,9.8,0.51,1.4,2,53,6,5,0
P215,1,21,11,5.6,74,59,-35.5,9.5,2,1,6,5,13.7,86.3,1,11.0,13.6,0.16,5.9,4,48,4,2,1
P437,5,7,4,5.0,37,19,19.6,7.7,4,0,7,1,5.3,79.7,0,8.6,9.9,0.29,1.8,2,26,2,2,0
P465,12,10,4,7.9,43,63,-17.3,-3.7,1,0,10,2,44.1,74.7,0,10.6,6.6,0.73,7.1,2,13,3,2,0
P136,13,10,6,2.4,32,19,-27.7,6.9,3,2,12,5,35.3,94.3,0,8.0,7.4,0.76,1.6,0,7,4,3,1
P381,3,21,14,2.2,59,16,-11.2,11.2,0,2,7,4,32.5,78.1,1,8.9,13.4,0.53,9.0,1,19,5,4,1
P236,4,21,5,7.0,47,41,-21.0,-0.2,3,1,8,7,34.6,60.2,1,9.0,12.1,0.15,9.9,1,8,3,5,0
P326,4,14,5,3.0,65,63,-16.5,15.9,0,1,12,2,41.0,58.2,1,9.9,12.0,0.61,5.9,3,47,2,5,0
P419,11,10,5,3.3,22,72,-6.2,-0.0,0,3,6,3,40.8,84.7,1,9.5,12.1,0.61,2.3,2,9,4,2,0
P427,12,14,7,4.8,55,43,-23.3,-4.5,1,0,11,2,27.0,67.5,1,10.2,3.4,0.44,1.4,0,21,5,1,0
P281,7,14,4,3.7,30,52,-0.0,34.3,3,3,4,7,40.9,83.6,2,9.7,11.3,0.32,4.8,1,83,3,3,0
P461,10,21,13,3.0,58,14,-14.1,21.0,1,1,3,3,6.7,69.0,1,10.1,6.9,0.75,7.6,3,63,3,2,1
P185,11,21,12,7.4,40,28,-35.0,16.8,1,0,10,5,44.1,84.2,4,9.1,9.5,0.75,7.7,2,42,4,1,1
P152,8,14,8,1.9,56,63,13.2,4.7,1,2,7,3,11.2,81.6,1,8.2,6.4,0.66,9.7,3,21,5,2,0
P447,11,10,8,3.8,21,23,-11.4,-0.6,2,1,6,1,23.2,78.3,0,10.1,7.1,0.79,6.3,2,43,3,1,0
P454,10,10,12,1.0,25,19,15.4,-4.1,2,2,6,2,39.0,79.0,3,7.3,8.1,0.86,8.1,1,22,3,3,0
P334,5,14,8,6.7,71,58,-17.2,-7.2,3,2,12,4,7.7,63.5,1,10.6,13.4,0.14,7.8,1,76,2,1,0
P366,13,7,14,2.2,24,20,-7.4,21.5,3,0,6,4,5.5,57.2,0,7.4,3.9,0.33,8.6,0,12,5,1,0
P386,13,7,11,6.4,66,40,12.4,2.4,0,1,7,3,39.1,67.5,1,9.5,9.8,0.6,7.5,0,46,9,5,1
P199,12,21,14,2.0,62,19,-12.3,4.3,0,0,8,4,11.5,88.9,0,8.2,8.1,0.2,2.9,3,32,6,1,1
P186,10,10,4,3.9,51,30,-2.0,-2.8,0,2,7,2,32.0,83.3,0,10.9,4.0,0.68,1.5,1,29,6,5,0
P495,7,14,4,6.1,56,10,-25.2,-4.7,3,0,11,8,33.6,91.4,2,7.7,8.1,0.88,6.6,2,39,4,2,1
P114,3,14,7,2.9,69,55,-25.7,12.3,2,2,8,4,38.3,81.2,0,10.3,9.6,0.38,7.1,0,48,2,5,0
P200,3,10,11,3.2,59,29,-7.4,22.7,0,1,8,2,9.4,93.6,0,7.9,3.1,0.31,5.4,2,65,4,4,0
P264,3,21,6,5.7,30,30,-3.2,34.6,2,3,9,6,23.2,56.3,0,7.7,12.2,0.82,12.0,0,10,6,3,0
P128,12,21,4,2.3,36,46,-0.7,5.3,2,1,3,1,8.2,76.7,0,9.4,5.0,0.53,3.3,1,7,8,2,0
P213,4,7,14,7.7,33,23,6.1,19.9,2,1,7,2,7.2,64.3,0,9.5,3.8,0.64,3.8,1,82,10,5,0
P206,6,10,12,2.3,21,67,15.4,-4.8,3,1,9,2,35.6,78.5,1,8.8,10.0,0.77,10.2,0,30,3,5,0
P463,5,10,12,6.2,58,66,-25.6,15.0,2,2,5,0,25.8,89.0,0,8.2,6.1,0.62,5.6,2,52,5,4,0
P229,8,14,12,6.6,74,66,-2.8,13.3,1,0,4,8,16.9,88.9,2,8.4,8.2,0.56,11.6,1,87,3,2,0
P183,14,10,12,3.6,37,33,-13.4,-8.6,3,6,12,1,23.3,94.3,0,10.5,6.7,0.85,3.6,1,78,3,3,0
P370,14,7,5,2.1,52,69,-34.6,11.7,2,0,10,4,26.2,92.1,2,9.2,12.4,0.17,11.1,1,7,2,4,0
P343,12,10,14,2.2,49,32,-12.8,12.3,0,0,9,2,13.0,81.3,1,8.3,5.4,0.84,8.5,0,22,4,2,0
P487,13,14,14,7.9,34,56,7.4,6.7,0,1,11,4,11.2,58.2,2,9.4,11.5,0.28,5.3,1,81,6,3,0
P313,5,7,14,6.1,48,47,-35.3,15.8,3,0,2,4,11.9,86.6,1,7.3,8.8,0.1,6.7,0,38,2,2,0
P405,11,14,7,4.2,45,61,-3.6,-7.9,1,2,11,1,30.5,78.7,1,9.8,11.7,0.36,9.1,3,63,2,5,0
P265,12,10,5,2.8,20,22,-15.4,28.0,0,0,8,4,43.4,58.7,0,9.6,14.0,0.36,4.9,1,52,5,5,0
P378,5,21,10,1.1,36,17,-0.8,13.4,1,1,9,3,35.6,75.7,1,9.4,3.4,0.43,5.1,1,46,5,1,0
P158,14,10,14,5.7,73,41,9.3,-8.6,2,0,6,3,38.5,75.1,0,9.6,5.1,0.72,6.6,2,61,3,3,1
P189,10,10,6,7.7,77,26,-7.5,34.3,2,1,8,3,21.7,92.3,1,8.2,4.0,0.52,5.8,2,53,6,3,1
P470,2,14,12,1.7,79,14,-21.8,7.2,1,0,14,0,17.8,57.4,2,7.6,7.2,0.26,4.7,1,59,3,3,1
P430,12,21,10,6.3,58,59,-34.6,34.4,5,0,5,2,17.1,75.9,2,7.6,13.1,0.15,8.5,1,77,0,3,0
P293,11,10,11,2.1,67,21,-22.7,-1.9,1,2,10,4,39.3,71.7,1,9.5,8.2,0.14,11.1,1,26,4,3,1
P222,11,7,12,6.5,21,53,-18.1,-8.7,1,2,11,5,22.9,73.6,1,7.9,6.8,0.51,9.7,1,46,4,5,0
P235,5,7,11,3.6,34,68,-1.5,22.1,1,1,5,4,9.7,80.4,1,10.3,4.4,0.32,3.4,0,23,1,3,0
P238,12,14,10,6.0,41,19,-16.7,32.5,3,1,6,4,5.2,92.4,2,7.2,10.5,0.19,3.0,1,51,1,1,0
P328,7,14,12,7.5,39,57,-15.8,-6.5,4,2,11,4,42.8,85.9,1,8.3,4.8,0.42,3.8,2,58,3,1,0
P373,2,21,14,5.3,48,37,-22.6,23.1,2,1,10,2,34.4,59.9,1,8.1,12.1,0.33,5.3,1,7,4,1,0
P149,14,14,4,7.4,44,14,-18.2,-6.9,2,2,5,1,32.1,50.5,0,7.5,5.1,0.25,7.3,0,16,2,3,0
P497,13,21,14,2.6,62,53,-24.0,25.7,4,2,12,1,25.6,74.4,2,10.1,6.6,0.85,7.0,0,66,5,4,1
P217,6,10,7,7.8,75,40,4.0,16.2,2,3,2,7,43.1,54.1,1,9.6,7.6,0.71,8.1,1,72,0,1,0
P301,7,7,7,7.1,43,25,19.0,25.2,3,1,11,3,42.9,55.5,2,10.9,11.5,0.58,5.6,0,19,10,4,1
P492,5,7,8,1.8,53,32,4.1,6.7,1,2,5,6,10.0,60.5,1,9.0,9.7,0.15,7.8,2,73,1,2,0
P494,9,7,11,3.9,62,30,-35.6,30.7,1,4,12,1,21.2,50.1,2,10.0,11.8,0.79,8.2,3,57,2,5,1
P290,14,14,13,7.5,40,11,-2.0,3.6,0,2,4,4,7.3,79.9,0,7.9,12.2,0.79,7.3,0,72,6,3,0
P463,4,14,4,1.5,67,32,2.2,2.7,3,0,12,2,13.3,56.2,0,9.6,10.8,0.29,11.3,0,20,11,3,1
P422,14,10,9,4.2,21,20,6.7,33.2,1,1,9,3,36.2,72.1,1,10.2,5.4,0.66,8.5,1,57,6,3,0
P280,14,14,12,6.1,70,11,5.8,-4.5,1,0,6,3,16.8,78.8,0,7.7,11.4,0.63,2.5,1,38,1,1,1
P177,13,21,13,1.2,35,22,-9.5,16.7,4,4,5,5,34.3,77.0,0,10.3,14.9,0.22,5.0,2,5,10,5,0
P174,10,7,11,6.3,59,54,-24.3,15.8,2,2,12,0,27.2,87.7,1,9.0,4.5,0.25,4.7,1,68,3,3,0
P394,1,10,5,3.5,40,19,-32.8,0.7,1,2,10,2,39.2,80.4,1,7.3,9.2,0.68,10.0,1,29,5,3,1
P380,14,21,10,2.7,71,30,-39.5,4.3,1,3,5,2,18.0,54.4,2,9.7,8.7,0.75,1.2,1,60,5,4,1
P120,8,21,8,5.0,56,10,-39.9,2.9,3,0,7,4,30.7,65.3,2,7.3,7.2,0.41,6.6,0,9,4,4,1
P493,8,14,5,4.8,27,25,16.2,28.1,1,0,13,3,25.5,56.6,1,9.4,13.3,0.58,7.2,2,33,7,5,0
P270,7,14,14,7.1,77,52,-3.5,7.5,4,0,9,2,29.3,69.3,1,8.1,4.0,0.76,10.4,1,81,6,3,1
P114,8,7,4,5.7,33,15,-5.5,6.1,1,1,10,2,22.3,57.5,1,9.5,6.9,0.72,1.4,0,65,5,3,0
P310,2,10,5,4.0,65,20,-17.4,18.7,5,3,6,1,27.6,88.8,1,7.1,8.5,0.75,7.9,0,39,9,5,1
P147,3,21,14,5.6,74,58,7.9,12.3,1,2,6,1,8.7,67.2,1,8.3,14.4,0.27,3.6,2,7,4,4,0
P185,9,14,13,6.3,41,29,-26.8,9.2,1,3,8,2,33.1,84.9,3,8.8,4.9,0.33,1.2,2,15,6,5,1
P248,1,14,9,7.6,37,30,4.3,21.9,2,1,10,5,44.0,51.7,1,10.2,7.5,0.15,9.2,1,13,7,3,0
P287,8,10,14,5.9,77,45,-18.2,8.6,6,0,6,3,16.0,93.3,1,7.2,3.4,0.6,6.3,1,43,4,3,1
P471,8,10,11,4.8,24,47,2.5,-0.0,1,0,16,1,37.5,72.4,1,9.5,8.0,0.59,11.3,0,84,5,2,0
P405,7,14,6,3.6,61,65,2.4,23.4,3,3,8,1,34.6,82.5,2,8.0,14.1,0.21,11.9,0,84,3,5,0
P250,13,14,8,7.2,66,20,-21.1,-6.9,2,3,6,1,19.9,60.9,1,7.2,9.0,0.68,6.8,2,57,5,1,1
P240,14,7,14,6.5,64,27,16.1,35.0,1,2,8,3,24.0,56.7,2,10.2,6.0,0.76,3.5,0,84,6,5,1
P168,11,10,5,1.5,49,54,-9.5,16.8,2,0,14,4,22.9,90.0,0,8.2,9.9,0.25,4.6,0,32,5,3,0
P359,5,21,11,5.9,50,35,-24.5,-0.3,4,2,8,1,43.8,88.0,3,9.5,10.1,0.16,10.3,1,40,4,1,0
P433,4,14,7,4.8,28,68,0.4,-1.1,4,0,8,5,10.2,76.6,2,9.2,5.7,0.6,4.9,0,34,5,1,0
P108,10,14,14,1.7,76,15,5.1,2.3,1,1,11,3,44.9,85.7,0,9.6,13.5,0.83,2.1,0,50,0,1,1
P220,10,14,13,5.0,50,52,17.0,29.6,0,1,12,0,27.2,80.4,0,8.7,6.3,0.16,11.2,0,44,3,2,0
P470,13,14,9,2.3,50,61,-35.6,27.2,1,3,10,2,32.0,72.1,0,10.2,8.9,0.75,10.6,1,23,3,1,0
P200,10,7,6,6.0,60,71,-7.6,-3.5,2,0,5,3,21.1,76.3,1,8.5,8.0,0.76,10.0,0,75,4,5,0
P248,14,10,14,2.9,70,26,-10.6,17.0,4,0,4,4,13.8,50.6,2,8.0,7.8,0.52,4.0,1,55,5,1,1
P245,10,14,11,2.1,76,55,-21.4,31.0,1,2,14,2,26.6,66.3,0,7.2,7.4,0.38,10.9,0,39,4,3,1
P452,6,10,11,1.6,28,50,6.1,23.0,3,1,9,3,16.9,62.1,1,10.2,7.0,0.71,2.6,0,12,3,3,0
P342,12,21,6,4.4,56,22,-28.3,16.4,3,4,8,2,35.1,93.0,0,10.0,13.2,0.55,4.9,0,41,2,2,1
P340,11,21,12,2.4,25,15,-20.3,-0.6,2,3,7,2,43.7,50.4,0,10.3,8.7,0.19,1.5,0,46,1,3,0
P436,1,21,13,7.0,74,42,6.0,32.5,1,0,10,3,31.5,92.3,0,7.3,12.5,0.15,8.3,1,61,4,1,0
P142,13,21,8,1.0,61,13,-11.4,30.1,2,2,7,3,36.8,80.8,0,10.5,6.8,0.43,9.8,0,85,3,4,1
P194,5,10,13,6.9,45,59,-31.8,4.5,0,3,10,3,19.3,51.8,0,10.3,12.7,0.48,8.9,1,86,8,3,0
P325,14,21,12,4.6,29,57,13.7,12.4,4,0,9,3,15.1,54.4,1,8.5,7.0,0.66,6.9,0,26,3,1,0
P105,4,21,10,7.5,25,36,3.8,-6.3,2,1,6,2,44.3,74.3,3,8.2,10.0,0.58,1.2,0,53,2,2,0
P313,4,14,13,2.4,72,15,-6.2,18.4,2,1,9,6,14.2,90.6,0,8.8,9.4,0.79,11.5,1,17,0,3,1
P305,7,14,6,1.7,52,67,-3.4,-7.6,0,1,15,2,36.3,64.8,1,9.2,12.7,0.7,1.7,1,72,2,4,0
P166,9,14,9,5.4,71,72,-2.4,30.8,2,1,14,1,5.5,61.7,4,9.2,9.3,0.2,2.1,1,15,3,5,0
P495,8,7,13,5.9,64,10,-10.0,29.6,2,2,5,5,37.8,77.5,1,10.0,4.7,0.15,11.1,1,49,6,1,1
P199,11,14,5,3.6,49,37,4.7,2.7,1,0,6,7,41.3,77.7,2,8.0,10.7,0.43,4.9,1,57,7,5,0
P111,13,21,9,1.1,59,38,2.9,23.4,0,0,11,3,17.8,52.7,1,9.1,8.7,0.85,8.1,1,71,5,2,0
P336,14,10,8,3.8,43,37,-39.8,9.8,1,1,6,2,15.6,79.0,0,7.6,13.5,0.78,6.3,1,22,1,2,1
P421,12,21,6,2.6,47,50,-33.4,28.0,2,2,8,5,41.2,57.4,2,9.6,13.4,0.74,7.8,2,40,5,1,1
P357,8,10,10,3.4,64,64,-38.5,-7.2,2,0,7,2,32.4,86.1,0,8.2,9.2,0.54,7.0,1,71,7,1,1
P498,5,21,14,4.5,57,41,-29.9,12.8,5,1,8,4,19.0,73.7,2,7.0,3.9,0.32,8.0,1,21,3,3,1
P436,6,7,7,5.9,48,31,-35.7,7.9,2,2,12,7,29.9,78.1,0,8.4,13.1,0.63,8.0,0,60,9,1,1
P234,2,14,14,7.7,70,66,-28.4,1.7,6,1,11,4,26.2,87.1,1,9.6,9.6,0.11,10.6,1,39,2,5,0
P321,13,21,9,2.0,63,31,-7.7,-0.6,2,2,8,4,27.1,61.2,2,8.0,7.6,0.5,3.2,1,57,5,5,1
P255,11,14,12,5.8,34,50,0.2,20.4,2,1,6,1,17.6,86.9,2,7.3,12.8,0.17,3.8,1,75,2,1,0
P241,14,7,9,2.6,27,52,15.1,-0.9,2,0,5,2,5.7,88.7,0,8.9,6.9,0.49,1.1,0,67,5,4,0
P257,3,7,7,2.5,42,43,4.4,18.4,0,2,7,0,39.3,89.9,1,9.8,6.1,0.55,8.9,2,8,3,1,0
P425,5,14,13,5.4,62,11,-38.1,7.5,1,3,9,5,13.4,67.6,1,7.3,14.3,0.86,3.6,1,66,2,2,1
P470,2,14,5,6.4,28,68,-11.9,0.9,6,4,6,3,19.1,67.9,2,7.7,6.9,0.46,3.7,0,13,3,5,0
P443,3,10,12,7.8,70,45,0.5,25.3,0,0,8,1,21.7,87.5,0,9.4,10.3,0.3,1.5,2,18,5,3,0
P361,4,14,7,6.4,30,17,-21.1,6.4,2,1,9,3,19.3,92.1,2,8.6,14.0,0.36,8.3,1,81,2,2,0
P382,6,14,7,2.1,25,42,-17.9,-9.3,1,0,8,6,14.7,68.6,2,9.3,7.7,0.4,7.5,3,24,7,4,0
P437,5,10,5,2.6,66,42,8.2,28.3,4,3,10,5,32.9,70.2,1,7.1,6.5,0.33,5.9,0,76,1,1,0
P443,10,21,8,6.3,68,27,-37.2,4.2,3,2,2,0,40.8,65.7,1,7.7,7.1,0.83,7.0,1,78,3,2,1
P328,4,10,9,4.7,31,73,-7.6,27.0,5,1,5,4,36.8,60.5,1,8.9,8.1,0.12,3.4,1,73,3,4,0
P475,13,21,13,3.1,75,70,8.3,14.6,6,1,9,5,14.2,92.3,0,9.9,5.2,0.13,4.6,2,59,6,2,0
P379,2,21,9,4.3,53,19,7.8,29.7,2,2,12,6,39.6,51.3,1,9.1,8.6,0.19,5.7,1,11,4,1,0
P457,12,21,6,7.4,40,59,-32.8,8.8,1,2,8,6,9.1,66.3,0,10.8,12.5,0.39,3.5,0,24,3,3,0
P389,11,10,12,6.3,51,31,10.7,-2.4,4,3,5,8,29.7,76.9,0,8.4,11.7,0.48,3.4,3,47,1,5,0
P267,5,10,10,4.2,73,48,-35.4,-9.2,2,1,7,2,32.6,52.1,3,7.8,10.7,0.31,9.6,2,31,5,1,1
P146,5,7,6,7.9,55,74,15.4,25.0,2,1,8,0,24.2,87.6,0,10.6,7.3,0.41,2.5,1,27,2,4,0
P302,11,21,7,6.6,44,39,-27.0,25.1,4,1,10,5,11.4,57.4,0,10.8,3.8,0.42,4.5,1,67,1,5,0
P313,7,10,10,1.0,54,14,-33.1,-1.2,0,3,4,5,14.4,83.0,2,10.4,8.2,0.54,1.8,1,60,5,1,1
P345,1,7,14,1.8,53,35,-35.6,33.0,2,2,4,5,21.9,93.7,3,7.9,5.4,0.33,1.3,0,5,3,5,1
P123,4,21,11,4.9,38,72,-19.4,32.7,3,0,9,6,41.6,68.8,3,9.5,4.9,0.15,3.6,1,12,3,4,0
P420,11,10,9,3.4,56,55,-19.1,6.4,2,1,4,4,9.7,93.3,0,9.9,9.9,0.7,1.6,2,8,2,1,0
P373,5,10,7,6.7,36,40,-8.4,-3.4,4,2,9,3,21.7,93.7,0,7.3,12.0,0.69,3.3,2,77,3,4,0
P143,8,10,5,7.3,35,50,4.0,2.8,2,3,9,8,9.4,62.3,2,10.2,11.7,0.26,6.1,2,77,3,1,0
P431,12,14,13,2.7,35,21,-9.4,31.8,1,1,8,3,40.2,69.1,1,10.8,8.1,0.86,4.7,2,55,4,4,0
P412,12,7,11,6.3,77,26,18.7,17.4,1,0,8,3,6.3,91.8,1,8.3,13.3,0.53,4.1,0,54,6,3,1
P462,8,10,4,4.7,63,27,-27.4,31.1,0,2,14,6,9.7,55.4,1,10.5,8.3,0.72,5.6,2,19,1,2,1
P255,1,14,12,3.7,23,48,-27.4,-9.0,2,2,10,2,17.5,73.0,1,10.8,5.7,0.87,7.1,2,75,8,2,0
P479,5,7,11,6.5,68,42,2.3,34.6,1,0,11,0,12.3,93.0,1,7.7,13.7,0.1,3.5,0,12,4,4,0
P298,10,7,6,5.0,76,17,-21.1,18.3,2,3,11,4,27.5,54.1,2,7.3,12.5,0.36,5.9,2,35,6,5,1
P261,1,14,13,5.4,49,35,-29.7,-1.6,2,0,7,4,28.2,93.1,2,7.4,8.4,0.51,6.0,0,77,3,5,1
P494,1,7,7,1.4,70,44,7.5,12.8,2,3,9,0,34.6,66.4,2,9.3,14.1,0.29,1.6,0,18,3,2,0
